dataset_name,question,expected_answer,generated_answer,precision_at_k,accuracy,grounding_score,response_time,chunk_size,top_k,embedding_provider,retrieval_method,chunk_overlap,num_chunks,success
ragbench,How do changes in effective microbial death rate influence parameters like alpha and beta?,"Increases in heterogeneity related to effective microbial death rates lead to decreases in both alpha and beta parameters. Conversely, increasing expectations for these rates results in higher values for alpha and beta, indicating their sensitivity to changes in underlying biological conditions.","obtain the deterministic counterpart of the robust problem with uncertainty set $\mathcal{U}$

$$
\min _{\mathbf{x} \in \Delta} \max _{\mathbf{U} \in \mathcal{U}} \mathbf{x}^{\top}\left(\mathbf{Q}^{(\mathrm{nom})}+\mathbf{U}\right) \mathbf{x}=\min _{\mathbf{x} \in \Delta} \mathbf{x}^{\top}\left(\mathbf{Q}^{(\mathrm{nom})}+\rho \mathbf{I}_{n}\right) \mathbf{x}
$$

which is exactly (9). Note that $\rho \mathrm{I}_{n}$ is not an element of $\mathcal{U}$ for $n>1$ since $\left\|\mathrm{I}_{n}\right\|_{F}^{2}=n$.
Observe that a similar result for the shifted Wishart model seems not to hold because of the negative shift in $\mathrm{M}=-\eta \mathrm{I}_{n}$. We expect that the more general distributional assumption of Property 5 would neither allow for such a characterization.

This is not the
th known expectation, a natural alternative to get rid of the uncertainty is the here-and-now problem (random quantities are designated by a tilde sign)

$$
\min _{\mathbf{x} \in \Delta} \mathbb{E}\left[\mathbf{x}^{\top} \tilde{\mathbf{Q}} \mathbf{x}\right]=\min _{\mathbf{x} \in \Delta} \mathbf{x}^{\top} \mathbb{E}[\tilde{\mathbf{Q}}] \mathbf{x}
$$

where the uncertain matrix $\tilde{\mathbf{Q}}$ is replaced by its expectation $\mathbb{E}[\tilde{\mathbf{Q}}]$.
Bomze et al. [5] investigated a two-stage setting where the principal submatrix was deterministic and the rest of the entries followed a known probability distribution. In this paper, we propose an alternative to the here-and-now problem. As opposed to [5] we will assume that the full data matrix $\tilde{\mathbf{Q}}$ is random
realistic observation data, an accurate beam model is required for training the deep learning network.
The beam pattern can be properly measured via radio holographic measurements with an interferometer (Iheanetu et al. 2019; Asad et al. 2021; Amiri et al. 2024), or by scanning a bright celestial calibrator for a single dish telescope (e.g. Jiang et al. 2020). Besides, the Tianlai experiment has measured the primary beam via unmanned aerial vehicle (Zhang et al. 2021) and CHIME has measured the primary beam via the Sun transition (Amiri et al. 2022).
In this work, we estimate the Stokes I primary beam patterns of the FAST telescope that combine the effects of its reflector and L-band feed array. The FAST L-band observation uses a 19 -feed array mounted in the focus cabin suspended on the",0.0,0.0351,1.0,0.0871,800,3,mock,retrieved_chunks,80,1917,True
ragbench,In what areas do syllabic embeddings show potential for improvement based on current research findings?,"Syllabic embeddings could be improved in areas such as speaker identity detection, slot filling, and automatic speech verification due to their current limitations with handling longer sequences effectively.","$ imposed by different LLMs. Then, we let $\hat{P}_{\mathrm{LLM}}^{\mathcal{V}}: \mathcal{V}_{\mathrm{LLM}} \times \cup_{k \leq C_{\mathrm{LLM}}} \mathcal{V}_{\mathrm{LLM}}^{k} \rightarrow[0,1]$ denote the LLM's estimate of the probability of the next token conditional on the input sequence, which for particular values of $v_{1}, \ldots, v_{k+1}$ is written $\hat{P}_{\mathrm{LLM}}^{\mathcal{V}}\left(v_{k+1} \mid v_{1}, \ldots, v_{k}\right)$.

The conditional probability $\hat{P}_{\mathrm{LLM}}^{\mathcal{V}}\left(v_{k+1}, \ldots, v_{k+k^{\prime}} \mid v_{1}, \ldots, v_{k}\right)$ for $k+k^{\prime} \leq C_{\mathrm{LLM}}+1$ can be derived from individual next-token predictions using the chain rule.
}}{\log (G)}
$$

It is the similar to the box-counting dimension, except for the box count which is normalised by the grid size $G^{2}$. This way, the information dimension is represented by the growth rate of the probability $p=\frac{\mathbb{1}\left(n_{y}(\mathbf{u})\right)}{G^{2}}$ as $G$ grows to infinity.

In practise, the quantity $\mathbb{1}\left(n_{y}(\mathbf{u})\right)$ can be frequently zero for many locations $\mathbf{u}$ especially for rare classes that have few samples and are sparsely located. For this reason, we also proposed a smooth information variant defined as:

$$
\text { Smooth } \Phi(y)=\lim _{G \rightarrow \infty} \frac{1+\log \sum_{j=0}^{G-1} \sum_{i=0}^{G-1} \frac{1+\mathbb{1}\left(n_{y}(\mathbf{u})\right)}{G^{2}}}{\log (G)}
$$

This Equation is inspired by the
Chen Change Loy, and Xiaogang Wang. 1st place solutions for openimage2019-object detection and instance segmentation. arXiv preprint arXiv:2003.07557, 2020. 8
[60] Ziwei Liu, Zhongqi Miao, Xiaohang Zhan, Jiayun Wang, Boqing Gong, and Stella X Yu. Large-scale long-tailed recognition in an open world. In CVPR, 2019. 1, 2
[61] Ze Liu, Yutong Lin, Yue Cao, Han Hu, Yixuan Wei, Zheng Zhang, Stephen Lin, and Baining Guo. Swin transformer: Hierarchical vision transformer using shifted windows. In ICCV, 2021. 8
[62] Chengqi Lyu, Wenwei Zhang, Haian Huang, Yue Zhou, Yudong Wang, Yanyi Liu, Shilong Zhang, and Kai Chen. Rtmdet: An empirical study of designing real-time object detectors. arXiv preprint arXiv:2212.07784, 2022. 1

[63] Chengcheng Ma, Ismail Elezi, Jiankang Deng, Weiming Dong, and",0.0,0.0403,1.0,0.0303,800,3,mock,retrieved_chunks,80,1917,True
ragbench,How does the MLMM approach affect the analysis of Root Mean Squared Error (RMSE)?,"The MLMM approach affects the analysis of RMSE by allowing direct modeling through a square root link function. It shows negative average effects on RMSE across conditions, with variability depending on correlation strength and sample size.","lar data from the survey into text files that resemble resumes and
fine-tune the LLMs using these text files with the objective to predict the
next token (word). The resulting fine-tuned LLM is used as an input to an
occupation model. Its predictive performance surpasses all prior models. We
demonstrate the value of fine-tuning and further show that by adding more
career data from a different population, fine-tuning smaller LLMs surpasses the
performance of fine-tuning larger models.
Section 46: # N. 3 O*NET

The O*NET dataset is the main occupational information database in the United States, developed by the U.S. Department of Labor. For each occupation, it includes the following occupational characteristics, encoded as text: Tasks, Technology Skills, Tools Used, Work Activities,
uad y=\mathrm{bg},\end{array}\right.$
where $\beta$ is the base of the logarithm that we optimise through hyperparameter search. The background logit remains unaffected because of the assumption that the object distribution is the same in train and test set $p_{s}(o, u) \approx$ $p_{t}(o, u)$, (this assumption is taken from $[69,107]$ ). To this

[^0]![img-2.jpeg](img-2.jpeg)

Figure 3. Different grid sizes affect the object distribution estimation. When the grid is coarse, e.g., $1 \times 1$ or $2 \times 2$, there is no or little location information. When it is finer, e.g., $64 \times 64$, the probability is sparse, giving noisy estimates for the rare classes.
end, Eq. 6 can get good performance as shown in our ablation study but it is limited because the assumption that $p(y, u)=p(y)
Zhang, X. 2020, Journal of Cosmology and Astroparticle Physics, 2020, 051, doi: 10.1088/1475-7516/2020/03/051
Jin, S.-J., Wang, L.-F., Wu, P.-J., Zhang, J.-F., \& Zhang, X. 2021, Phys. Rev. D, 104, 103507, doi: 10.1103/PhysRevD.104.103507
Kimball, A. E., \& Ivezić, Ž. 2008, The Astronomical Journal, 136, 684, doi: 10.1088/0004-6256/136/2/684
Lakshminarayanan, V., \& Fleck, A. 2011, Journal of Modern Optics, 58, 545, doi: 10.1080/09500340.2011.554896
Li, D., \& Pan, Z. 2016, Radio Science, 51, 1060, doi: 10.1002/2015RS005877
Li, D., Wang, P., Qian, L., et al. 2018, IEEE Microwave Magazine, 19, 112, doi: 10.1109/MMM.2018.2802178
Li, J., Zuo, S., Wu, F., et al. 2020, Science China Physics, Mechanics, and Astronomy, 63, 129862, doi: 10.1007/s11433-020-1594-8
Li, Y., Santos, M. G., Grainge,",0.0,0.0565,1.0,0.0303,800,3,mock,retrieved_chunks,80,1917,True
ragbench,How does uncertainty in data affect standard quadratic optimization problems?,"Uncertainty in data affects StQPs by introducing variability in the matrix used for calculations. This uncertainty can be managed through robust optimization techniques, where an uncertainty set encapsulates all known information about uncertain parameters. The decision-maker must ensure that these parameters remain within this set to avoid violations.","dividual's age for each individual-year observation. When there is more than one mode, we take the average of the two most frequent birth years. Two modes, which we observe for 1,702 individuals, are likely the result of variation in the timing of

[^0]
[^0]:    ${ }^{18}$ Race/ethnicity for spouse was collected by the PSID starting in 1985.

a survey within the calendar year. Three and four modes, which we observe for 32 and 3 individuals, respectively, are likely due to measurement error.

We construct two dynamic variables for each individual-year observation in addition to the calendar year of survey: education level and occupation. We construct education level based on the years of education recorded each survey year in the PSID81. We categorize years of education into ""less than
. workers. Recalling that CAREER in turn substantially outperformed alternatives from the literature, FT-LABOR-LLM is established to be the state of the art in terms of predictive performance. We highlight the importance of the fine-tuning step by showing that, without fine-tuning, off-the-shelf Llama2 makes plausible-sounding predictions of jobs, but it is not as accurate in terms of the next job probability distributions conditional on history, and it ""hallucinates"" invalid job titles because it is not fine-tuned exclusively on labor sequence data. The latest LLM available from OpenAI has similar challenges.

In the remainder of the paper, we assess the sources of the performance benefits. We begin by assessing the role of model size (number of parameters) and the volume of data. We
|
| 356 | Mail clerks and mail machine operators, except postal service |
| 357 | Couriers and messengers |
| 359 | Dispatchers |
| 36 | Compliance Officers |
| 364 | Cargo and freight agents |
| 365 | Stock clerks and order fillers |
| 366 | Meter readers, utilities |
| 368 | Weighers, measurers, checkers, and samplers, recordkeeping |
| 37 | Emergency Management Directors |
| 373 | Transportation, storage, and distribution managers |
| 375 | Claims adjusters, appraisers, examiners, and investigators |
| 376 | Loan interviewers and clerks |
| 377 | Eligibility interviewers, government programs |
| 378 | Bill and account collectors |
| 379 | Office clerks, general |
| 383 | Tellers |
| 384 | Proofreaders and copy markers |
| 385 | Data entry keyers |
| 386 | Statistical assistants |
|",0.0,0.0657,1.0,0.0489,800,3,mock,retrieved_chunks,80,1917,True
ragbench,What is the concept of location-class independence in object detection?,"Location-class independence in object detection refers to the assumption that the location variable is independent of the class variable, simplifying probability calculations by treating them as separate factors.","of landscape heterogeneity on host-parasite dynamics, Ecological Research 24 (4) (2009) 889-896. doi:10.1007/S11284-008-0568-Z/FIGURES/4.
URL https://link.springer.com/article/10.1007/s11284-008-0568-z
[11] J. C. Miller, Epidemic size and probability in populations with heterogeneous infectivity and the Physical Review E 76 (1) (2007) 010101. doi:10.1103/PhysRevE.76.010101.
URL https://link.aps.org/doi/10.1103/PhysRevE.76.010101
[12] F. J. Pérez-Reche, S. N. Taraskin, L. d. F. Costa, F. M. Neri, C. A. Gilligan, Complexity and anisotropy in host morphology make populations less susceptible to epidemic outbreaks, J. R. Soc. Interface 7 (2010) $1083-1092$.
[13] F. M. Neri, A. Bates, W. S. Füchtbauer, F. J. Pérez-Reche, S. N. Taraskin, W. Otten, D. J. Bailey, C. A. Gilligan, The Effect of
25 |
| Septic tank servicers and sewer pipe cleaners | 0.010 | 15 | 0.018 | 7 | 0.012 | 10 |
| Cashiers | 0.009 | 21 | 0.011 | 11 | 0.018 | 6 |
| First-line supervisors/managers of retail sales workers | 0.008 | 28 | 0.005 | 40 | 0.014 | 8 |
[image:img-0.jpeg] [image:img-1.jpeg]
analysis, we assign each worker a single, unchanging value for each demographic characteristic, typically the first valid value, and we do not allow it to change even if the original survey specifies different values in different survey years. We do not impute occupations for years without survey responses and focus on a single main occupation reported by the subject.

We refer to the cleaned versions of the three survey datasets as PSID81, NLSY79, and NLSY97. Table 1 summarizes the total number of workers and transitions (individualyear survey observations, denoted by $\sum_{i} T_{i}$ ) in each survey dataset. The PSID81 dataset has 10.1 transitions per individual on average (median is 8 and maximum is 29 ), and the NLSY79 and NLSY97 track relatively fewer workers but have more",0.0,0.0748,1.0,0.0306,800,3,mock,retrieved_chunks,80,1917,True
ragbench,What happens to coma lobes as beams move further from the feed array center?,Coma lobes become more pronounced.,"using_logprobs explains how to use the logprobs parameter in OpenAI API requests to evaluate token probabilities, allowing analysis of model confidence and alternative predictions for improved understanding of text generation.

eter model, denoted Llama-2-7B, the estimated probability that ""Engineer"" follows the single-token sequence ""Software"" is written $\hat{P}_{\text {Llama-2-7B }}^{\mathcal{V}}$ (""Engineer""|""Software""). To obtain the probability of the next job given a sequence of prior jobs, we first use the text template function and the tokenizer to translate the job history into a sequence of tokens; similarly, we translate the title of a particular next job $y_{i, t+1}$ into a sequence of tokens. The estimated next-token probability model associated with the LLM, denoted by
:--: | :--: | :--: |
| Number of Transitions $\left(\sum_{i \in \text { test }} T_{i}\right)$ | 61,772 | 51,593 | 29,951 |
| Perplexity |  |  |  |
| $\operatorname{PPL}(\mathrm{FT}-7 \mathrm{~B})$ | $8.184(0.126)$ | $8.329(0.147)$ | $6.350(0.101)$ |
| $\operatorname{PPL}(\mathrm{FT}-7 \mathrm{~B}-\mathrm{NUMERIC})$ | $8.830(0.141)$ | $9.129(0.168)$ | $6.720(0.105)$ |
| Perplexity Improvement |  |  |  |
| $\operatorname{PPL}(\mathrm{FT}-7 \mathrm{~B}-\mathrm{NUMERIC})-\mathrm{PPL}(\mathrm{FT}-7 \mathrm{~B})$ | $0.647(0.027)$ | $0.800(0.031)$ | $0.370(0.021)$ |
nt, we limit the length of career history to the $k$ most recent observations of $\left\{x_{i, \tau}\right\}_{\tau=t-k}^{t}$, which includes both time-varying and time-invariant covariates, and $\left\{y_{i, \tau}\right\}_{\tau=t-k}^{t-1}, P\left(y_{i, t} \mid\left\{x_{i, \tau}\right\}_{\tau=t-k}^{t},\left\{y_{i, \tau}\right\}_{\tau=t-k}^{t-1}\right)$. When $k=\infty$ (equivalently, $k=t-1$ ) the model has access to all previous observations. Consider the following prompt that would be fed into the LLM to predict the fifth occupation using the first four observations.
<A worker from the PSID dataset>
The following information is available about the work history of a female white
$\hookrightarrow$ US worker residing in the west region.
The worker was born in 1985.
The worker has the",0.0,0.0,1.0,0.0415,800,3,mock,retrieved_chunks,80,1917,True
ragbench,How does incorporating demographic factors influence job transition predictions using LLMs?,"Incorporating demographic factors such as gender, ethnicity, and region enhances job transition predictions by providing additional context that influences career paths. These variables help refine the model's understanding of individual differences in occupational trajectories, leading to more accurate forecasts.","digitales de escansión teatral. Revista de Humanidades Digitales, 8:74-89. doi: https://doi.org/10.5944/rhd.vol.8.2023.37830.

Feiyu Shen, Yiwei Guo, Chenpeng Du, Xie Chen, and Kai Yu. Acoustic bpe for speech generation with discrete tokens. In ICASSP 2024-2024 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP), pp. 11746-11750. IEEE, 2024.

Yao Shi, Hui Bu, Xin Xu, Shaoji Zhang, and Ming Li. Aishell-3: A multi-speaker mandarin tts corpus and the baselines. Interspeech, 2021.

Amitay Sicherman and Yossi Adi. Analysing discrete self supervised speech representation for spoken language modeling. In ICASSP 2023-2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP), pp. 1-5. IEEE, 2023.

Jianlin Su, Murtadha Ahmed, Yu Lu,
to outperform some existing feature selection methods
on standard classification datasets.
Section 2: ## 2. Related Work

The related work can be divided into three different areas, which will be discussed below.
Feature Selection Methods for PPCA \& LFA. In previous studies, low-rank generative models, particularly Principal Component Analysis (PCA), have been extensively used for feature selection and multi-class classification.

The incorporation of feature weights in PCA has been explored in [24] to emphasize specific facial regions for facial expression recognition. Our approach extends this idea by using the inverse of the noise covariance as a weight matrix to distinguish features with high unexplained variance from meaningful signals.

Latent factor models have gained significant
utperform zero-shot generative ai models in text classification."" arXiv preprint arXiv:2406.08660. [5]

Bureau of Labor Statistics, U.S. Department of Labor (2023), ""National longitudinal survey of youth 1979 cohort, 1979-2020 (rounds 1-29)."" [4]

Bureau of Labor Statistics, U.S. Department of Labor (2024), ""National longitudinal survey of youth 1997 cohort, 1997-2021 (rounds 1-20)."" [4]

Chen, Mark, Jerry Tworek, Heewoo Jun, Qiming Yuan, Henrique Ponde de Oliveira Pinto, Jared Kaplan, Harri Edwards, Yuri Burda, Nicholas Joseph, Greg Brockman, Alex Ray, Raul Puri, Gretchen Krueger, Michael Petrov, Heidy Khlaaf, Girish Sastry, Pamela Mishkin, Brooke Chan, Scott Gray, Nick Ryder, Mikhail Pavlov, Alethea Power, Lukasz Kaiser, Mohammad Bavarian, Clemens Winter, Philippe Tillet, Felipe",0.0,0.0481,1.0,0.039,800,3,mock,retrieved_chunks,80,1917,True
ragbench,What challenges arise when using Langevin samplers with complex paths?,"Challenges include difficulty in effectively moving particles due to horizontal and vertical mass displacement, leading to complications in achieving accurate samples as paths primarily affect weights instead of positions.","sholding-based iterative selection procedures for model selection and shrinkage. Elec. J. of Stat., 3: 384-415, 2009. 2
[31] Yiyuan She. An iterative algorithm for fitting nonconvex penalized generalized linear models with grouped predictors. Computational Statistics \& Data Analysis, 56(10): 2976-2990, 2012. 2, 7
[32] Jiliang Tang, Salem Alelyani, and Huan Liu. Feature selection for classification: A review. Data classification: Algorithms and applications, page 37, 2014. 1
[33] Michael E Tipping and Christopher M Bishop. Probabilistic principal component analysis. JRSS B, 61(3):611-622, 1999. 3
[34] Boshi Wang and Adrian Barbu. Scalable learning with incremental probabilistic pca. In IEEE Int. Conf. on Big Data, pages 5615-5622, 2022. 2, 5, 7

[35] Shipeng Yu, Kai Yu, Volker Tresp,
ongqiang Yao, Zhen Lei, and Stan Z Li. Bridging the gap between anchor-based and anchor-free detection via adaptive training sample selection. In CVPR, 2020. 6, 7
[104] Songyang Zhang, Zeming Li, Shipeng Yan, Xuming He, and Jian Sun. Distribution alignment: A unified framework for long-tail visual recognition. In CVPR, 2021. 2
[105] Shaoyu Zhang, Chen Chen, and Silong Peng. Reconciling object-level and global-level objectives for long-tail detection. In ICCV, 2023. 3, 7
[106] Yifan Zhang, Bingyi Kang, Bryan Hooi, Shuicheng Yan, and Jiashi Feng. Deep long-tailed learning: A survey. $t P A M I, 2023.2$
[107] Liang Zhao, Yao Teng, and Limin Wang. Logit normalization for long-tail object detection. arXiv preprint arXiv:2203.17020, 2022. 2, 3, 4, 7
[108] Yan Zhao, Weicong Chen, Xu Tan, Kai
Proof. For convenience, let us put

$$
V_{\lambda}(x):=-\log \mu_{\lambda}(x), \quad \lambda \in[0,1]
$$

Define

$$
\psi(x):= \begin{cases}0 & x<a \\ \frac{1}{b-a}(x-a) & x \in I \\ 1 & x>b\end{cases}
$$

We write

$$
\pi(\psi)-p_{T_{k}}^{k}(\psi)=\pi(\psi)-\nu(\psi)+\sum_{i=1}^{i} p_{T_{i-1}}^{i-1}(\psi)-p_{T_{i}}^{i}(\psi)
$$

Observe

$$
\pi(\psi) \geq \pi([b, \infty))
$$

On the other hand,

$$
\nu(\psi) \leq \nu([a, \infty))=\nu(I)+\nu([b, \infty)) \leq \delta+\nu([b, \infty))
$$

We thus find

$$
\pi(\psi)-p_{T_{k}}^{k}(\psi) \geq \pi([b, \infty))-\nu([b, \infty))-\delta+\sum_{i=1}^{k} p_{T_{i-1}}^{i-1}(\psi)-p_{T_{i}}^{i}(\psi)
$$

To reduce to a lower bound in total variation, we note that

$$
\pi(\psi)-p_{T_{k}}^{k}(\psi) \leq \pi([a, \infty))-p_{T_{k}}^{k}([b, \infty)) \leq",0.0,0.0297,1.0,0.0307,800,3,mock,retrieved_chunks,80,1917,True
ragbench,How do traditional feature selection methods for classification work?,"Traditional feature selection methods for classification typically use data from all classes to select features that are relevant across different classes, rather than focusing on individual class-specific features.","m, Biology of Infectious Disease, Springer International Publishing, Cham, 2023. doi:10.1007/978-3-031-38941-2.
URL https://link.springer.com/10.1007/978-3-031-38941-2
[2] J. R. Gog, L. Pellis, J. L. Wood, A. R. McLean, N. Arinaminpathy, J. O. Lloyd-Smith, Seven challenges in modeling pathogen dynamics within-host and across scales, Epidemics 10 (2015) 45-48. doi:10.1016/j.epidem.2014.09.009. URL https://linkinghub.elsevier.com/retrieve/pii/S1755436514000589
[3] N. Mideo, S. Alizon, T. Day, Linking within- and between-host dynamics in the evolutionary era, Trends in ecology \& evolution 23 (9) (2008) 511-7. doi:10.1016/j.tree.2008.05.009.
URL http://www.ncbi.nlm.nih.gov/pubmed/18657880

[4] X. Didelot, A. S. Walker, T. E. Peto, D. W. Crook, D. J. Wilson, Within-host evolution of bacterial
20. 7, 8
[42] Selim Kuzucu, Kemal Oksuz, Jonathan Sadeghi, and Puneet K Dokania. On calibration of object detectors: Pitfalls, evaluation and baselines. In European Conference on Computer Vision, pages 185-204. Springer, 2025. 14
[43] Banghuai Li. Adaptive hierarchical representation learning for long-tailed object detection. In CVPR, 2022. 3
[44] Bolian Li, Zongbo Han, Haining Li, Huazhu Fu, and Changqing Zhang. Trustworthy long-tailed classification. In CVPR, 2022. 2
[45] Bo Li, Yongqiang Yao, Jingru Tan, Gang Zhang, Fengwei Yu, Jianwei Lu, and Ye Luo. Equalized focal loss for dense long-tailed object detection. In CVPR, 2022. 3, 6
[46] Jun Li, Zichang Tan, Jun Wan, Zhen Lei, and Guodong Guo. Nested collaborative learning for long-tailed visual recognition. In CVPR, 2022. 2
[47] Jian
of Photo-Optical Instrumentation Engineers (SPIE) Conference Series, Vol. 9145, Ground-based and Airborne Telescopes V, ed. L. M. Stepp, R. Gilmozzi, \& H. J. Hall, 914522, doi: 10.1117/12.2054950
Battye, R. A., Browne, I. W. A., Dickinson, C., et al. 2013, Monthly Notices of the Royal Astronomical Society, 434, 1239, doi: 10.1093/mnras/stt1082
Battye, R. A., Davies, R. D., \& Weller, J. 2004, Monthly Notices of the Royal Astronomical Society, 355, 1339, doi: 10.1111/j.1365-2966.2004.08416.x
Bowman, J. D., Morales, M. F., \& Hewitt, J. N. 2009, The Astrophysical Journal, 695, 183, doi: 10.1088/0004-637X/695/1/183
Bull, P., Ferreira, P. G., Patel, P., \& Santos, M. G. 2015, The Astrophysical Journal, 803, 21, doi: 10.1088/0004-637X/803/1/21
Carucci, I. P., Bernal, J. L., Cunnington, S.,",0.0,0.0228,1.0,0.046,800,3,mock,retrieved_chunks,80,1917,True
ragbench,What are the challenges in estimating output impedance in inverter-based grids?,"Estimating output impedance in inverter-based grids is challenging due to dynamic grid conditions, which require real-time estimation. Traditional methods like signal injection and historical data analysis have limitations, such as sensitivity to noise and complexity.","y simple running example of a simulation to assess the effects of covariate adjustment in randomized controlled trials (RCTs). Regression models for causal treatment effects are mostly unbiased whether or not covariates are included (Lin, 2013), but covariate adjustment can reduce residual variance and estimation uncertainty and increase statistical power (Murnane \& Willett, 2010). Imagining

for pedagogical purposes that the relevant results were unknown and not analytically tractable, we",0.0,0.0652,1.0,0.1073,500,1,mock,retrieved_chunks,50,3025,True
ragbench,How do changes in effective microbial death rate influence parameters like alpha and beta?,"Increases in heterogeneity related to effective microbial death rates lead to decreases in both alpha and beta parameters. Conversely, increasing expectations for these rates results in higher values for alpha and beta, indicating their sensitivity to changes in underlying biological conditions.","However, this merely slows down the rate at which the information matrix is discounted. Given enough time, these algorithms will inevitably become susceptible to noise fluctuations, leading to instability in the estimation.

TABLE I: RMSPE of R and L estimation under different algorithms

![table_0](table_0)
|  | Algorithm used | RMSPE R(\%) | RMSPE L(\%) |
| :--: | :--: | :--: | :--: |
| With excitation Measured from $t=15$ to $t=20$ s | VDF-RLS(Proposed) | 2.3426 | 1.1032 |
|  | Kalman",0.0,0.0899,1.0,0.1023,500,1,mock,retrieved_chunks,50,3025,True
ragbench,In what areas do syllabic embeddings show potential for improvement based on current research findings?,"Syllabic embeddings could be improved in areas such as speaker identity detection, slot filling, and automatic speech verification due to their current limitations with handling longer sequences effectively.",") criteria[6]. Therefore, the network size reduces iteratively, making it applicable to untrained and pre-trained networks. Another efficient pruning technique is the Thresholding-based Iterative Selection Procedure (TISP)[30, 31]. This approach allows direct control over the sparsity of neural network parameters using a thresholding function denoted as $\theta$. By carefully selecting $\theta$, we can impose $L_{0}$ or $L_{1}$ sparsity or a combination of both. We compared the efficiency of",0.0,0.0698,1.0,0.0644,500,1,mock,retrieved_chunks,50,3025,True
ragbench,How does the MLMM approach affect the analysis of Root Mean Squared Error (RMSE)?,"The MLMM approach affects the analysis of RMSE by allowing direct modeling through a square root link function. It shows negative average effects on RMSE across conditions, with variability depending on correlation strength and sample size.","it would be interesting to extend our analysis to these algorithms.

Acknowledgements A. Vacher, O. Chehab, and A. Korba were supported by funding from the French ANR JCJC WOS granted to A. Korba.",0.0,0.1613,1.0,0.0476,500,1,mock,retrieved_chunks,50,3025,True
ragbench,How does uncertainty in data affect standard quadratic optimization problems?,"Uncertainty in data affects StQPs by introducing variability in the matrix used for calculations. This uncertainty can be managed through robust optimization techniques, where an uncertainty set encapsulates all known information about uncertain parameters. The decision-maker must ensure that these parameters remain within this set to avoid violations.","1981 and 2021 (inclusive) because occupation code was originally recorded with only one or two digits in 1979 and 1980, and retrospective updating to three-digit codes was missing for many individuals. We also restrict our sample to individual-year observations that are household heads or spouses because we observe occupation and race/ethnicity information only for these family members. After the pre-processing described below, our resulting final dataset, which we refer to as PSID81, has",0.0,0.1386,1.0,0.082,500,1,mock,retrieved_chunks,50,3025,True
ragbench,What is the concept of location-class independence in object detection?,"Location-class independence in object detection refers to the assumption that the location variable is independent of the class variable, simplifying probability calculations by treating them as separate factors.","etup. Throughout this section, we let the proposal distribution be the standard Gaussian $\nu:=$ $\mathcal{N}(0,1)$, as is common for the geometric tempering (Cabezas et al., 2023; Dai et al., 2020; Zhang et al., 2021; Thin et al., 2021). We work in the setting of a discrete temperature schedule but with continuous time inner Langevin iterations. In particular, we take as fixed a discrete temperature schedule $\lambda_{0}=0<\lambda_{1}<\cdots<\lambda_{K-1}<\lambda_{K}=1$ and a sequence of times",0.0,0.1282,1.0,0.0559,500,1,mock,retrieved_chunks,50,3025,True
ragbench,What happens to coma lobes as beams move further from the feed array center?,Coma lobes become more pronounced.,"G. G. Meynell, T. Williams, Birth-Death and other Models for Microbial Infection, Nature 1965 207:4997 207 (4997) (1965) 570-572. doi:10.1038/207570a0. URL https://www.nature.com/articles/207570a0
[30] T. Williams, The Basic Birth-Death Model for Microbial Infections, Journal of the Royal Statistical Society. Series B 27 (2) (1965) 338. URL http://www.jstor.org/stable/2984203
[31] W. Tang, F. Tang, The Poisson Binomial Distribution- Old \& New, Statistical Science 38 (1) (2023) 108-119.",0.0,0.0,1.0,0.0532,500,1,mock,retrieved_chunks,50,3025,True
ragbench,How does incorporating demographic factors influence job transition predictions using LLMs?,"Incorporating demographic factors such as gender, ethnicity, and region enhances job transition predictions by providing additional context that influences career paths. These variables help refine the model's understanding of individual differences in occupational trajectories, leading to more accurate forecasts.","left(-a x^{2}+b x-c\right) d x=\frac{\sqrt{\pi}}{2 \sqrt{a}} \exp \left(b^{2} / 4 a-c\right) \operatorname{erf}((2 a x-b) /(2 \sqrt{a}))+\text { constant }
$$

We may apply this formula since $\alpha_{\pi}<\alpha_{\nu}$. it yields the equality claim:

$$
G_{t}(\lambda)=\frac{1}{\sqrt{t}} \frac{\sqrt{\pi}}{2 \sqrt{\alpha_{\nu}-\alpha_{\pi}}} \exp \left(\frac{t \alpha_{\pi}^{2}}{\alpha_{\nu}-\alpha_{\pi}}\right)\left(\operatorname{erf}\left(\frac{\sqrt{t}",0.0,0.0263,1.0,0.061,500,1,mock,retrieved_chunks,50,3025,True
ragbench,What challenges arise when using Langevin samplers with complex paths?,"Challenges include difficulty in effectively moving particles due to horizontal and vertical mass displacement, leading to complications in achieving accurate samples as paths primarily affect weights instead of positions.","ity. ${ }^{11}$

The unsatisfactory performance of off-the-shelf LLMs can be attributed to two factors: off-the-shelf LLMs are not adapted to the career trajectory distributions in our survey dataset, and these LLMs do not know the set of valid job titles to predict. To better understand the poor performance of the model based on off-the-shelf LLMs, we assess the responses that the LLMs provide when prompted with examples of tokenized text templates. Online Appendix D provides some examples.",0.0,0.093,1.0,0.048,500,1,mock,retrieved_chunks,50,3025,True
